,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
11-6,T3809,11-6_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།.txt,11-6_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ,༣༨༠༩་ཤེར་ཕྱིན་ཕ,ཤེས་ཕྱིན། ཕ 55,3809,,,http://iiif.bdrc.io/bdr:V23703_I1409::14090586.tif/full/full/0/default.jpg,,,,,,,,,,,,,
11-7,T4012,11-7_ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ།.txt,11-7_ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ།_conc.txt,,,ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ,༤༠༡༢་མདོ་འགྲེལ་ཉི,མདོ་སྡེ། ཉི། 67,4012,,,http://iiif.bdrc.io/bdr:V23703_I1433::14330365.tif/full/full/0/default.jpg,,,,,,,,,,,,,
11-9,T4074,11-9_རྣལ་འབྱོར་ལ་འཇུག་པ།.txt,11-9_རྣལ་འབྱོར་ལ་འཇུག་པ།_conc.txt,,,རྣལ་འབྱོར་ལ་འཇུག་པ,༤༥༣༩་ཇོ་བོའི་ཆོས་ཆུང་གི,སེམས་ཙམ། ཧི། 78,4539,,,http://iiif.bdrc.io/bdr:V23703_I1454::14540254.tif/full/full/0/default.jpg,,,,,,,,,,,,,
12-10,T4216,12-10_ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།.txt,12-10_ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།_conc.txt,,,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ,༤༢༡༦་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4216,,,,,,,,,,,,,,,,
12-11,T4218,12-11_རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,12-11_རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༤༢༡༨་ཚད་མ་ཆེ,ཚད་མ། ཆེ།,4218,,,,,,,,,,,,,,,,
12-1,T1158,12-1_སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།.txt,12-1_སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།_conc.txt,,,སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ,༡༡༥༨་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1158,,,http://iiif.bdrc.io/bdr:V23703_I1317::13170408.tif/full/full/0/default.jpg,,,,,,,,,,,,,
12-2,T1442,12-2_དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས།.txt,12-2_དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས།_conc.txt,,,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས,༡༤༤༢་རྒྱུད་ཝ,རྒྱུད། ཝ 11,1442,,,http://iiif.bdrc.io/bdr:V23703_I1337::13370485.tif/full/full/0/default.jpg,,,,,,,,,,,,,
12-3,T4210,12-3_ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།.txt,12-3_ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ,༤༢༡༠་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4210,,,http://iiif.bdrc.io/bdr:V23703_I1490::14900189.tif/full/full/0/default.jpg,,,,,,,,,,,,,
12-4,T4211,12-4_ཚད་མ་རྣམ་པར་ངེས་པ།.txt,12-4_ཚད་མ་རྣམ་པར་ངེས་པ།_conc.txt,,,ཚད་མ་རྣམ་པར་ངེས་པ,༤༢༡༡་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4211,,,,,,,,,,,,,,,,
12-5,T4212,12-5_རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,12-5_རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༤༢༡༢་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4212,,,,,,,,,,,,,,,,
12-6,T4213,12-6_གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,12-6_གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༤༢༡༣་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4213,,,,,,,,,,,,,,,,
12-7,T4214,12-7_འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།.txt,12-7_འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ,༤༢༡༤་ཚད་མ་ཅེ,ཚད་མ། ཅེ། 97,4214,,,,,,,,,,,,,,,,
12-8,T4215,12-8_འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།.txt,12-8_འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།_conc.txt,,,འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ,༤༢༡༥་ཚད་མ་ཅེ,ཚད་མ། ཅེེ། 97,4215,,,,,,,,,,,,,,,,
12-9,T4219,12-9_རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,12-9_རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༤༢༡༩་ཚད་མ་ཆེ,ཚད་མ། ཆེ།,4219,,,,,,,,,,,,,,,,
13-1,T3787,13-1_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།.txt,13-1_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ,༣༧༨༧་ཤེར་ཕྱིན་ཀ,ཤེས་ཕྱིན། ཀ 49,3787,,,http://iiif.bdrc.io/bdr:V23703_I1396::13960030.tif/full/full/0/default.jpg,,,,,,,,,,,,,
13-2,T3788,13-2_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ།.txt,13-2_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ།_conc.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ,༣༧༨༨་ཤེར་ཕྱིན་ཁ,ཤེས་ཕྱིན། ཀ 49,3788,,,http://iiif.bdrc.io/bdr:V23703_I1397::13970004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
140,T2341,140_ལྷན་ཅིག་སྐྱེས་པའི་གླུ།.txt,140_ལྷན་ཅིག་སྐྱེས་པའི་གླུ།_conc.txt,,,ལྷན་ཅིག་སྐྱེས་པའི་གླུ,༢༣༤༡་རྒྱུད་ཟི,རྒྱུད། ཟི། 27,2341,,,http://iiif.bdrc.io/bdr:V23703_I1369::13690004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།,T3790,14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།_(A).txt,14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།_(A)_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ,༣༧༩༠་ཤེར་ཕྱིན་ག,ཤེས་ཕྱིན། ག་དང་ང། ཅ་པ་སོགས་སུ་ཡོད།,3790,,,http://iiif.bdrc.io/bdr:V23703_I1398::13980004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།,T3790,14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།_(C).txt,14-1_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།_(C)_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ,༣༧༩༠་ཤེར་ཕྱིན་ག,ཤེས་ཕྱིན། ག་དང་ང། ཅ་པ་སོགས་སུ་ཡོད།,3790,,,http://iiif.bdrc.io/bdr:V23703_I1398::13980004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-2,T3791,14-2_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་།.txt,14-2_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་།_conc.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ,༣༧༩༡་ཤེར་ཕྱིན་ཆ,ཤེར་ཕྱིན། ཆ 51,3791,,,http://iiif.bdrc.io/bdr:V23703_I1401::14010004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-3,T3792,14-3_བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།.txt,14-3_བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།_conc.txt,,,བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ,༣༧༩༢་ཤེར་ཕྱིན་ཇ,ཤེས་ཕྱིན། ཇ 52,3792,,,http://iiif.bdrc.io/bdr:V23703_I1402::14020004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
144,T2444,144_གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ།.txt,144_གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ།_conc.txt,,,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ,༢༤༤༤་རྒྱུད་ཟི,རྒྱུད། ཟི 27,2444,,,http://iiif.bdrc.io/bdr:V23703_I1369::13690144.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-4,T3793,14-4_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།.txt,14-4_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ,༣༧༩༣་ཤེར་ཕྱིན་ཇ,ཤེས་ཕྱིན། ཇ 52,3793,,,,,,,,,,,,,,,,
14-5,T3898,14-5_ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ།.txt,14-5_ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ།_conc.txt,,,ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ,༣༨༩༨་དབུ་མ་ཨ,དབུ་མ། ཨ། 63,3898,,,http://iiif.bdrc.io/bdr:V23703_I1425::14250004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
14-9,T3798,14-9_སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།.txt,14-9_སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།_conc.txt,,,སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ,༣༧༩༨་ཤེར་ཕྱིན་ཉ,ཤེས་ཕྱིན། ཉ། 52,3798,,,http://iiif.bdrc.io/bdr:V23703_I1403::14030233.tif/full/full/0/default.jpg,,,,,,,,,,,,,
15-1,T4044,15-1_བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།.txt,15-1_བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ,༤༠༤༤་སེམས་ཙམ་འི,སེམས་ཙམ། འི། 75,4044,,,http://iiif.bdrc.io/bdr:V23703_I1448::14480283.tif/full/full/0/default.jpg,,,,,,,,,,,,,
15-2,T4045,15-2_བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།.txt,15-2_བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ,༤༠༤༥་སེམས་ཙམ་འི,སེམས་ཙམ། འི། 75,4045,,,http://iiif.bdrc.io/bdr:V23703_I1448::14480365.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T4067,15-3 ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།.txt,15-3 ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།.txt,,,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ,༤༠༦༧་སེམས་ཙམ་སི,སེམས་ཙམ། སི། 77,4067,,,http://iiif.bdrc.io/bdr:V23703_I1453::14530004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
15-4,T4117,15-4_འདུལ་བའི་མདོ།.txt,15-4_འདུལ་བའི་མདོ།_conc.txt,,,འདུལ་བའི་མདོ,༤༡༡༧་འདུལ་བ་ཝུ,འདུལ་བ། ཝུ། 88,4117,,,http://iiif.bdrc.io/bdr:V23703_I1475::14750004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
15-5,T4118,15-5_ལས་བརྒྱ་རྩ་གཅིག་པ།.txt,15-5_ལས་བརྒྱ་རྩ་གཅིག་པ།_conc.txt,,,ལས་བརྒྱ་རྩ་གཅིག་པ,༤༡༡༨་འདུལ་བ་ཝུ,འདུལ་བ། ཝུ། 88,4118,,,http://iiif.bdrc.io/bdr:V23703_I1475::14750202.tif/full/full/0/default.jpg,,,,,,,,,,,,,
15-6,T4119,15-6_འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ།.txt,15-6_འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ།_conc.txt,,,འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ,༤༡༡༩་འདུལ་བ་ཞུ,འདུལ་བ། ཞུ་དང་ཟུ། 89,4119,,,http://iiif.bdrc.io/bdr:V23703_I1476::14760004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
