,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
17-58,T3739,17-58_འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ།.txt,17-58_འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ།_conc.txt,,,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ,༣༧༣༩་རྒྱུད་ཚུ,རྒྱུད། ཚུ 41,3739,,,http://iiif.bdrc.io/bdr:V23703_I1395::13950150.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-59,T3778,17-59_བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག.txt,17-59_བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག_conc.txt,,,བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག,༣༧༧༨་རྒྱུད་ཚུ,རྒྱུད། ཚུ 41,3778,,,http://iiif.bdrc.io/bdr:V23703_I1395::13950410.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-5,T1492,17-5_དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ།.txt,17-5_དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ།_conc.txt,,,དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ,༡༤༩༢་རྒྱུད་ཞ,རྒྱུད། ཞ 11,1492,,,http://iiif.bdrc.io/bdr:V23703_I1338::13380410.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-60,T3775,17-60_ཆུ་གཏོར་གྱི་ཆོ་ག།.txt,17-60_ཆུ་གཏོར་གྱི་ཆོ་ག།_conc.txt,,,ཆུ་གཏོར་གྱི་ཆོ་ག,༣༧༧༥་རྒྱུད་ཚུ,རྒྱུད། ཚུ 41,3775,,,http://iiif.bdrc.io/bdr:V23703_I1395::13950388.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-61,T3780,17-61_ཀླུ་གཏོར་གྱི་ཆོ་ག.txt,17-61_ཀླུ་གཏོར་གྱི་ཆོ་ག_conc.txt,,,ཀླུ་གཏོར་གྱི་ཆོ་ག,༣༧༨༠་རྒྱུད་ཚུ,རྒྱུད། ཚུ 41,3780,,,http://iiif.bdrc.io/bdr:V23703_I1395::13950444.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-64,N3637,17-64_གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་བསྒྲུབ་ཐབས།.txt,17-64_གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་བསྒྲུབ་ཐབས།_conc.txt,,,གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་བསྒྲུབ་ཐབས,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
17-65,N3681,17-65_ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་ཐབས།.txt,17-65_ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་ཐབས།_conc.txt,,,ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་པའི་ཐབས,-,རྒྱུད། ཧུ། 47,,,,,,,,,,,,,,,,,
17-66,N3789,17-66_ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས།.txt,17-66_ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས།_conc.txt,,,ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས,-,རྒྱུད། ཨུ། 47,,,,,,,,,,,,,,,,,
17-67,T3804,17-67_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ།.txt,17-67_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ།_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ,༣༨༠༤་ཤེར་ཕྱིན་ཐ,ཤེས་ཕྱིན། ཐ། 53,3804,,,http://iiif.bdrc.io/bdr:V23703_I1405::14050462.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T3823,17-68 ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ།.txt,17-68 ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ།_conc.txt,,,ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ,༣༨༢༣་ཤེར་ཕྱིན་མ,ཤེས་ཕྱིན། མ 56,3823,,,http://iiif.bdrc.io/bdr:V23703_I1411::14110627.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-69,T3902,17-69_བདེན་པ་གཉིས་ལ་འཇུག་པ།.txt,17-69_བདེན་པ་གཉིས་ལ་འཇུག་པ།_conc.txt,,,བདེན་པ་གཉིས་ལ་འཇུག་པ,༣༩༠༢་དབུ་མ་ཨ,དབུ་མ། ཨ། 63,3902,,,http://iiif.bdrc.io/bdr:V23703_I1425::14250145.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-6,T1464,17-6_དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས།.txt,17-6_དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས།_conc.txt,,,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས,༡༤༦༤་རྒྱུད་ཞ,རྒྱུད། ཞ 11,1464,,,http://iiif.bdrc.io/bdr:V23703_I1338::13380067.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-70,T3928,17-70_དྲན་པ་གཅིག་པའི་མན་ངག.txt,17-70_དྲན་པ་གཅིག་པའི་མན་ངག_conc.txt,,,དྲན་པ་གཅིག་པའི་མན་ངག,༣༩༢༨་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3928,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260190.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-71,T3929,17-71_དབུ་མའི་མན་ངག་ཅེས་བྱ་བ།.txt,17-71_དབུ་མའི་མན་ངག་ཅེས་བྱ་བ།_conc.txt,,,དབུ་མའི་མན་ངག,༣༩༢༩་དབུ་མ་ཀི,དབུ་མ། ཀི། 64,3929,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260192.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-72,T3930,17-72_དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ།.txt,17-72_དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ།_conc.txt,,,དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ,༣༩༣༠་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3930,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260194.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-73,N,17-73_དབུ་མའི་མན་ངག་ཇོ་བོ་རྗེས་མཛད་པ།.txt,17-73_དབུ་མའི་མན་ངག་ཇོ་བོ་རྗེས་མཛད་པ།_conc.txt,,,དབུ་མའི་མན་ངག་ཇོ་བོ་རྗེས་མཛད་པ,ERROR,དབུ་མ། ཀི 64,ERROR,,,,,,,,,,,,,,,,
17-74,T3937,17-74_མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ།.txt,17-74_མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ།_conc.txt,,,མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ,༣༩༣༧་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3937,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260678.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-75,T3946,17-75_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།.txt,17-75_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ,༣༩༤༦་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3946,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270475.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-76,T3947,17-76_བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ།.txt,17-76_བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ།_conc.txt,,,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ,༣༩༤༧་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3947,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270477.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-77,T3948,17-77_བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།.txt,17-77_བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།_conc.txt,,,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མའི་དཀའ་འགྲེལ,༣༩༤༨་དབུ་མ་ཁི,དབུ་མ། ཁི། 64,3948,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270483.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-78,T3949,17-78_སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བ།.txt,17-78_སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བ།_conc.txt,,,སྙིང་པོ་བསྡུས་པ,༣༩༤༩་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3949,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270587.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-79,T3950,17-79_སྙིང་པོ་ངེས་པར་བསྡུ་བ་ཞེས་བྱ་བ།.txt,17-79_སྙིང་པོ་ངེས་པར་བསྡུ་བ་ཞེས་བྱ་བ།_conc.txt,,,སྙིང་པོ་ངེས་པར་བསྡུ་བ,༣༩༥༠་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3950,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270588.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-7,T1494,17-7_རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ།.txt,17-7_རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ།_conc.txt,,,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ,༡༤༩༤་རྒྱུད་ཞ,རྒྱུད། ཞ 11,1494,,,http://iiif.bdrc.io/bdr:V23703_I1338::13380417.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-80,T3951,17-80_བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ།.txt,17-80_བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ,༣༩༥༡་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3951,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270590.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-81,N4137,17-81_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།.txt,17-81_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ,༣༩༤༦་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3946,,,,,,,,,,,,,,,,
17-82,T3952,17-82_བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ།.txt,17-82_བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ,༣༩༥༢་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3952,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270593.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-83,T3953,17-83_སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ།.txt,17-83_སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ།_conc.txt,,,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ,༣༩༥༣་དབུ་མ་ཁི,དབུ་མ། ཁི། 64,3953,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270596.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-84,T3954,17-84_ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེ་བསྡུས་པ།.txt,17-84_ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེ་བསྡུས་པ།_conc.txt,,,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ,༣༩༥༤་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3954,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270599.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-85,T3955,17-85_ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ།.txt,17-85_ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ།_conc.txt,,,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ,༤༤༨༠་ཇོ་བོའི་ཆོས་ཆུང་གི,དབུ་མ། ཁི 64,4480,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270606.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-86,T3956,17-86_རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ།.txt,17-86_རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ།_conc.txt,,,རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ,༣༩༥༦་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3956,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270607.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-87,T3957,17-87_མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག.txt,17-87_མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག_conc.txt,,,མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག,༣༩༥༧་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3957,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270609.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-88,T3958,17-88_མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ།.txt,17-88_མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ།_conc.txt,,,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ,༣༩༥༨་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3958,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270614.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-89,T3959,17-89_ལས་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བ།.txt,17-89_ལས་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བ།_conc.txt,,,ལས་རྣམ་པར་འབྱེད་པ,༣༩༥༩་དབུ་མ་ཁི,དབུ་མ། ཁི 64,3959,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270617.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-8,T1495,17-8_རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ།.txt,17-8_རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ།_conc.txt,,,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ,༡༤༩༥་རྒྱུད་ཞ,རྒྱུད། ཞ 11,1495,,,http://iiif.bdrc.io/bdr:V23703_I1338::13380420.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-90,T1803,17-90_སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།.txt,17-90_སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།_conc.txt,,,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ,༡༨༠༣་རྒྱུད་ངི,རྒྱུད། ངི 18,1803,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510115.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-91,T3969,17-91_སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ།.txt,17-91_སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ།_conc.txt,,,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ,༣༩༦༩་དབུ་མ་གི,དབུ་མ། གི 65,3969,,,http://iiif.bdrc.io/bdr:V23703_I1428::14280491.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-92,T3973,17-92_ལྟུང་བ་བཤགས་པའི་ཆོ་ག.txt,17-92_ལྟུང་བ་བཤགས་པའི་ཆོ་ག_conc.txt,,,ལྟུང་བ་བཤགས་པའི་ཆོ་ག,༣༩༧༣་དབུ་མ་གི,དབུ་མ། གི 65,3973,,,http://iiif.bdrc.io/bdr:V23703_I1428::14280509.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-93,T3975,17-93_ཁ་ཏོན་དང་གླེགས་བམ་ཀླག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག.txt,17-93_ཁ་ཏོན་དང་གླེགས་བམ་ཀླག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག_conc.txt,,,ཁ་ཏོན་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག,༣༩༧༥་དབུ་མ་གི,དབུ་མ། གི 65,3975,,,http://iiif.bdrc.io/bdr:V23703_I1428::14280512.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-94,T3976,17-94_ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག.txt,17-94_ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག_conc.txt,,,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག,༣༩༧༦་དབུ་མ་གི,དབུ་མ། གི 65,3976,,,http://iiif.bdrc.io/bdr:V23703_I1428::14280513.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-95,T3977,17-95_བླ་མའི་བྱ་བའི་རིམ་པ།.txt,17-95_བླ་མའི་བྱ་བའི་རིམ་པ།_conc.txt,,,བླ་མའི་བྱ་བའི་རིམ་པ,༣༩༧༧་དབུ་མ་གི,དབུ་མ། གི 65,3977,,,http://iiif.bdrc.io/bdr:V23703_I1428::14280514.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-96,T4389,17-96_རིགས་ཀྱི་སྨོན་ལམ།.txt,17-96_རིགས་ཀྱི་སྨོན་ལམ།_conc.txt,,,རིགས་ཀྱི་སྨོན་ལམ,༤༣༨༩་སྣ་ཚོགས་ཉོ,སྣ་ཚོགས། ཉོ། 16,4389,,,,,,,,,,,,,,,,
17-97,T1695,17-97_སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ།.txt,17-97_སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ།_conc.txt,,,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ,༡༦༩༥་རྒྱུད་ཤ,རྒྱུད། ཤ། 14,1695,,,http://iiif.bdrc.io/bdr:V23703_I1344::13440105.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-98,T1696,17-98_བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག.txt,17-98_བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག_conc.txt,,,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག,༡༦༩༦་རྒྱུད་ཤ,རྒྱུད། ཤ། 14,1696,,,http://iiif.bdrc.io/bdr:V23703_I1344::13440106.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-99,T1928,17-99_སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས།.txt,17-99_སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས།_conc.txt,,,སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས,༡༩༢༨་རྒྱུད་མི,རྒྱུད། མི། 24,1928,,,http://iiif.bdrc.io/bdr:V23703_I1363::13630078.tif/full/full/0/default.jpg,,,,,,,,,,,,,
179,T2945,179_ཁྲོ་བོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།.txt,179_ཁྲོ་བོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།_conc.txt,,,ཁྲོ་བོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ,༢༩༤༥་རྒྱུད་པུ,རྒྱུད། པུ། 38,2945,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900050.tif/full/full/0/default.jpg,,,,,,,,,,,,,
17-9,T1496,17-9_སྤྱོད་པའི་གླུ།.txt,17-9_སྤྱོད་པའི་གླུ།_conc.txt,,,སྤྱོད་པའི་གླུ,༡༤༩༦་རྒྱུད་ཞ,རྒྱུད། ཞ 11,1496,,,http://iiif.bdrc.io/bdr:V23703_I1338::13380431.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-10,T1806,2-10_མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག.txt,2-10_མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག_conc.txt,,,མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག,༡༨༠༦་རྒྱུད་ངི,རྒྱུད། ངི 18,1806,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510230.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-11,T1328,2-11_རོ་བསྲེག་པའི་ཆོ་ག.txt,2-11_རོ་བསྲེག་པའི་ཆོ་ག_conc.txt,,,རོ་བསྲེག་པའི་ཆོ་ག,༡༣༢༨་རྒྱུད་ཏ,རྒྱུད། ངི 18,1328,,,http://iiif.bdrc.io/bdr:V23703_I1326::13260567.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-12,T1808,2-12_དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།.txt,2-12_དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།_conc.txt,,,དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ,༡༨༠༨་རྒྱུད་ངི,རྒྱུད། ངི 18,1808,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510238.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-13,T2279,2-13_རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།.txt,2-13_རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ,༢༢༧༩་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2279,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680267.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-14,T2334,2-14_གོ་བ་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།.txt,2-14_གོ་བ་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།_conc.txt,,,གོ་བ་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ,༢༣༣༤་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2334,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680558.tif/full/full/0/default.jpg,,,,,,,,,,,,,
2-15,T2457,2-15_དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ།.txt,2-15_དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ།_conc.txt,,,དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ,༢༤༥༧་རྒྱུད་ཟི,རྒྱུད། ཟི 27,2457,,,http://iiif.bdrc.io/bdr:V23703_I1369::13690260.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,N2323,2-16 བཅོམ་ལྡན་འདས་འཇམ་པའི་དབྱངས་ཀྱི་དཔྱད།.txt,2-16 བཅོམ་ལྡན་འདས་འཇམ་པའི་དབྱངས་ཀྱི་དཔྱད།_conc.txt,,,བཅོམ་ལྡན་འདས་འཇམ་པའི་དབྱངས་ཀྱི་དཔྱད,-,རྒྱུད། ནུ། 37,,,,,,,,,,,,,,,,,
